id_pelanggan,nomor_hp,nama_pelanggan,jenis_layanan,jenis_kartu,tanggal_registrasi,status_aktif
754,082260519085,Dewi Kusuma,Prabayar,Kartu As,2023-07-28,false
755,082101000908,,Pascabayar,simPATI,2023-04-26,1
756,082389290930,Kartika Kusuma,Pascabayar,simPATI,2023-06-22,FALSE
757,081259474705,Umar Saputra,Pascabayar,Kartu As!!,2023-03-28,0
758,081289142693,Luki Rahayu,Prabayar,Halo,2024-08-29,0
759,085136368850,Bagas Saputra,Pascabayar,Kartu As,2022-06-29,false
760,085361652289,Dian Setiawan,Prabayar,Halo,2022-01-02,true
761,081183858050,Rini Nugroho,Prabayar,Loop,2022-05-29,FALSE
762,082318871148,Putri Wibowo,Prabayar,Kartu As,2024-05-27,0
763,082102930112,Wawan Wijaya,Prabayar,simPATI,2023-11-28,FALSE
764,,Fajar Susanto,Prabayar,Halo,2024-10-17,1
765,082371446956,Luki Santoso,Prabayar,Loop,2024-10-12,0
766,085258348348,Cindy Andriani,Prabayar,Kartu As,2023-04-14,1
767,085358708943,Sari Handoko,Prabayar,Loop,2022-11-22,true
768,082304505092,,Pascabayar,Kartu As,2024-12-25,false
769,082345038016,Citra Wahyudi,Prabayar,Loop,2022-10-10,true
770,082112794337,Gita Surya,Prabayar,simPATI,2023-11-09,FALSE
771,085166251085,Joko Rahayu,Pascabayar,Halo,2024-10-12,false
772,081217455537,Hendra Surya,Prabayar,Halo,2022-03-06,TRUE
773,085226412608,Xena Maulana,PRABAYAR,Kartu As,2023-06-12,FALSE
774,081267045059,Fira Surya,Pascabayar,Kartu As,2022-10-20,true
775,082285142025,Ayu Wijaya,Prabayar,Kartu As,2023-05-12,0
776,083111549044,Eka Firmansyah,Prabayar,Kartu As,20230202,false
777,081215062917,Xena Purnomo,Pascabayar,simPATI,2022-09-17,false
778,082192219836,Zaki Purnomo,Pascabayar,Kartu As,2022-06-04,0
779,083115304450,Putri Firmansyah,Prabayar,simPATI,2022-01-22,1
780,082386760304,Dodi Firmansyah,Pascabayar,simPATI,2022-01-18,0
781,081238272105,Ahmad Wijaya,Prabayar,Kartu As,20220725,false
782,081263603891,Rini Saputra,Pascabayar,Kartu As,2024-09-07,1
783,085307163485,Ahmad Wijaya,,Loop,2022-02-26,TRUE
784,082256972965,Maya Maulana,Prabayar,simPATI,2023-11-25,FALSE
785,082361266783,Ika Wahyudi,Pascabayar,simPATI,2022-02-21,false
786,081244662763,Luki Wibowo,Pascabayar,Loop,2023-03-24,0
787,085247046568,Tari Setiawan,Prabayar,Halo,2024-03-04,false
788,083122912706,Fitri Maulana,Pascabayar,simPATI,2023-11-07,FALSE
789,082101817960,Nur Saputra,Pascabayar,Loop,2024-09-10,1
790,085311486565,Bagas Pratama,Prabayar,Loop,2024-11-24,FALSE
791,085355726169,Dodi Firmansyah,Prabayar,simPATI,2023-09-17,TRUE
792,085316753216,Gita Santoso,Prabayar,Loop,2023-03-31,1
793,085329545858,Dewi Putra,Prabayar,Kartu As,2023-04-06,1
794,083125814762,Kartika Kusuma,Prabayar,Kartu As,2022-08-06,FALSE
795,082331563093,Cindy Lestari,Pascabayar,Halo,2022-01-18,true
796,081189921773,Bagas Lestari,Prabayar,Halo,20231105,TRUE
797,081124222419,Hendra Nugroho,Pascabayar,Kartu As,11/12/2024,false
798,081348420243,Luki Lestari,Prabayar,Halo,2024-01-24,
799,081247539891,Dian Nugroho,Pascabayar,simPATI,2023-01-30,TRUE
800,082156594299,Rizky Santoso,Pascabayar,Halo,2022-12-26,FALSE
801,083141183909,Rini Kusuma,Prabayar,Kartu As,2023-04-18,FALSE
802,083133437518,Ayu Andriani,Pascabayar,Kartu As,2024-02-20,FALSE
803,085343509528,Okta Santoso,Pascabayar,Kartu As,2024-12-07,0
804,083117650471,Gita Surya,Pascabayar,Halo,2024-12-07,false
805,085166798994,Sandi Wibowo,Pascabayar,Loop,2024-07-24,FALSE
806,081256756650,Joko Handoko,Prabayar,Loop,2023-11-25,1
807,085298504505,Qori Firmansyah,Pascabayar,Loop,2024-04-17,0
808,081357140250,Bambang Wahyudi,Prabayar,Loop,2023-05-08,FALSE
809,082168063585,Luki Wahyudi,Pascabayar,Loop,2023-03-29,TRUE
810,081377586703,Zaki Maulana,Prabayar,Kartu As,2024-03-04,true
811,081281233576,Ika Putra,Prabayar,Loop,2022-07-01,0
812,085236785089,Tari Rahayu,Pascabayar,Kartu As,2024-09-27,FALSE
813,085340376768,Fajar Handoko,Pascabayar,Loop,2024-08-31,TRUE
814,082109900094,Xena Setiawan,Prabayar,Loop,2022-03-10,false
815,082323266000,Qori Putra,Prabayar,Loop,2023-06-17,true
816,082311815837,Edi Wibowo,Pascabayar,Halo,2023-07-21,0
817,085282905256,TARI WIBOWO,Prabayar,simPATI,2023-12-04,0
818,082273986221,Sari Surya,Pascabayar,Halo,2023-06-03,TRUE
819,,Zaki Surya,Prabayar,Halo,2023-06-22,true
820,082277413135,Tari Susanto,Prabayar,Halo,2022-06-06,FALSE
821,082321789559,Ayu Andriani,Prabayar,Halo,2022-04-29,TRUE
822,081338319348,Putri Firmansyah,Prabayar,Loop,2022-07-07,true
823,081319597309,Eka Nugroho,Pascabayar,Halo,2022-07-28,false
824,081253030440,Fajar Wijaya,Pascabayar,Loop,2024-07-10,0
825,082218299126,Maya Surya,PRABAYAR,Halo,2023-07-01,TRUE
826,081342168268,Ayu Rahayu,Pascabayar,Halo,2022-09-15,1
827,081159325722,Fitri Santoso,Pascabayar,Loop,2024-07-22,FALSE
828,083151452058,Nur Rahayu,Prabayar,simPATI,2022-02-17,TRUE
829,085347695090,Putri Nugroho,Pascabayar,Loop,2023-06-11,false
830,082188788876,Umar Rahayu,Prabayar,simPATI,2023-12-13,true
831,082186047947,Fitri Pratama,Pascabayar,Loop,2022-06-13,1
832,083144191479,Cindy Hidayat,Pascabayar,Halo,2022-04-08,1
833,085308488686,Bagas Wibowo,Prabayar,Kartu As,2023-11-11,TRUE
834,082330688568,Citra Putra,Pascabayar,Halo,2023-09-03,1
835,083175213531,Dian Surya,Prabayar,Halo,2024-09-05,TRUE
836,085162675119,Rizky Nugroho,Pascabayar,Halo,2024-10-06,true
837,081193582016,Ika Santoso,Prabayar,Kartu As,2023-01-28,FALSE
838,085366809846,Fira Hidayat,  Pascabayar  ,Loop,2022-04-11,FALSE
839,085166715544,Ika Maulana,Prabayar,Loop,2024-05-03,false
840,082336499119,Bagas Wijaya,Prabayar,simPATI,2022-11-10,1
841,082107755821,Gita Andriani,Pascabayar,,2022-11-22,TRUE
842,083191981775,Okta Kusuma,Pascabayar,Kartu As,2024-01-29,true
843,082397477656,Ika_Saputra,Pascabayar,Loop,2023-10-16,false
844,083122094907,Okta Susanto,Prabayar,simPATI,2024-04-09,1
845,082149431487,Wawan Handoko,Pascabayar,Loop,2022-10-01,TRUE
846,,Okta Maulana,Pascabayar,Halo,2024-02-03,0
847,081236233470,Ayu Lestari,Pascabayar,Halo,2023-09-08,false
848,085155950837,Luki Pratama!!,Pascabayar,Loop,2023-08-04,TRUE
849,085394907869,Andi Wibowo,Prabayar,Kartu As,2022-12-31,0
850,082167355896,Ika Maulana,Pascabayar,Kartu As,2022-04-04,
851,081197427493,Kartika Setiawan,Pascabayar,simPATI,2024-06-04,FALSE
852,085335658260,Budi Wijaya,Pascabayar,Loop,2024-11-17,true
853,085291122321,Ayu Wibowo,Prabayar,Kartu As,2023-06-25,0
854,082246532554,Nanda Handoko,Pascabayar,Halo,2023-08-10,FALSE
855,081293768418,Cindy Andriani,PRABAYAR,Kartu As,2023-07-27,TRUE
856,085136030876,Vina Hidayat,Pascabayar,simPATI,2023-08-20,FALSE
857,085367162172,Qori Santoso,Pascabayar,Kartu As,2022-03-27,0
858,082296741991,Okta Wibowo,Prabayar,simPATI,2024-04-01,
859,082319701815,Maya Rahayu,Prabayar,Loop,2022-07-24,0
860,085202216908,Okta Hidayat,Prabayar,Kartu As,2024-11-10,true
861,082373517454,Budi Susanto,Prabayar,simPATI,2024-02-12,true
862,085399035971,Zaki Wahyudi,Prabayar,simPATI,2024-10-06,false
863,085248389533,Okta Kusuma,Pascabayar,,2024-07-06,1
864,082117303324,Edi Handoko,Pascabayar,,2024-05-10,true
865,085331815605,Edi Nugroho,Pascabayar,Loop,2023-08-16,TRUE
866,085247545657,Dian Purnomo,Prabayar,simPATI,2022-11-03,1
867,082360669926,Rini Saputra,Prabayar,Halo,2022-05-19,TRUE
868,083162637792,Gita Wahyudi,Prabayar,Halo,20240628,1
869,082102399344!!,Hendra Setiawan,Pascabayar,,2024-02-16,false
870,085165294128,Okta Handoko,Pascabayar,Loop,2023-12-05,FALSE
871,081142554280,Edi Saputra,Prabayar,Halo,2023-10-26,true
872,085202039221,VINA ANDRIANI,Pascabayar,Kartu As,2023-05-26,true
873,085328731424,Dian Saputra,Pascabayar,simPATI,2024-01-12,
874,082310287451,Budi Santoso,Prabayar,Loop,2022-11-04,1
875,081204662750,Galih Rahayu,Pascabayar,Halo,2022-07-20,1
876,081195872383,Fajar Setiawan,Pascabayar,Kartu As,2024-03-25,false
877,081297015019,Okta Saputra,Prabayar,Kartu As,2024-06-04,false
878,082129704937,Bagas Putra,Pascabayar,simPATI,2023-11-29,0
879,081175741424,Fira Hidayat,Prabayar,simPATI,2024-08-15,0
880,085372443435,Ika Susanto,Pascabayar,Halo,2023-09-16,true
881,083190348042,Andi Hidayat,,simPATI,2023-08-24,0
882,085222549203,Dodi Wibowo,Pascabayar,simPATI,2024-04-24,FALSE
883,081326414756,Nur Handoko,Prabayar,Loop,2022-01-27,true
884,085267715390,Nanda Firmansyah,,Kartu As,2022-12-12,false
885,082276144278,Dewi Susanto,Prabayar,Kartu As,2024-09-28,false
886,085354939343,Dewi Susanto,Prabayar,Kartu As,2024-03-30,0
887,082130734533,Zaki Pratama,Prabayar,Loop,2022-04-14,FALSE
888,081151602325,Hendra Maulana,Pascabayar,Loop,2022-07-16,FALSE
889,085241199255,Maya Surya,Pascabayar,simPATI,2022-06-29,1
890,082294197157,Putri Putra,Prabayar,Kartu As,N/A,TRUE
891,085156352007,Bagas Kusuma,Pascabayar,Halo,2024-06-11,FALSE
892,085109010146,Umar Santoso,Prabayar,Loop,2022-07-16,0
893,081268785185,Cindy Saputra,Pascabayar,Kartu As,N/A,FALSE
894,085114723735,Dodi Santoso,Prabayar,Halo,2024-05-10,true
895,081245498367,Dian Maulana,Pascabayar,Halo,2022-06-12,0
896,082256059563,Fitri Susanto,Pascabayar,simPATI,2023-09-14,1
897,085377303167,Gita Putra,Pascabayar,simPATI,2024-09-12,FALSE
898,082300549080,Luki Surya,Pascabayar,Halo,2023-03-04,1
899,081109143529,Hendra_Wijaya,Pascabayar,Halo,2023-09-22,1
900,081325275600,Fira Wibowo,Prabayar,Halo,2022-12-06,1
901,083104182805,Qori Saputra,Prabayar,Loop,2022-05-23,true
902,,Fajar Susanto,Prabayar,Halo,2023-09-13,FALSE
903,081131180266,Maya Maulana,PASCABAYAR,Halo,2022-09-07,true
904,083192569247,Nur Pratama,Prabayar,simPATI,2024-04-18,true
905,082313251790,,Pascabayar,Halo,2023-09-27,0
906,082114564572,Rizky Santoso,Prabayar,Kartu As,2022-11-09,1
907,085170933913,Edi Firmansyah,Pascabayar,  Halo  ,2024-03-16,1
908,081157631010,Rizky Andriani,Prabayar,Halo,2024-12-29,1
909,083148698948,Sandi Handoko,PRABAYAR,,2023-06-01,0
910,082394933078,Hendra Purnomo,Pascabayar,Loop,2022-07-31,1
911,083167433384,Putri Surya,Prabayar,Kartu As,2024-04-13,TRUE
912,081366536197,Edi Wahyudi,Pascabayar,Kartu As,2024-07-23,FALSE
913,085165392768,Cindy Maulana,Prabayar,simPATI,2024-07-17,0
914,082358173579,Umar Santoso,Pascabayar,Kartu As,2022-09-14,1
915,083170145570,Edi Andriani,Prabayar,Halo,2023-04-18,1
916,081192600011,Dewi Surya,Pascabayar,Loop,2022-04-24,TRUE
917,081108823846,Fitri Putra,Pascabayar,Kartu As,2022-04-15,TRUE
918,085255619221,  Wawan Putra  ,Pascabayar,Halo,2024-12-22,FALSE
919,085241693683,Citra Setiawan,Pascabayar,Kartu As,2023-10-11,true
920,081382671269,Eka Surya,Prabayar,Halo,2023-05-08,1
921,085168111433,Ika Susanto,Pascabayar,Loop,2022-04-05,false
922,085387902591,Rini Hidayat,Prabayar,Halo,2022-11-08,1
923,081129559997,Rizky Andriani,Prabayar,Halo,2024-08-17,true
924,085341117367,Citra Lestari,Pascabayar,Kartu As,2022-01-25,FALSE
925,085105630829,Sari Santoso,Prabayar,Kartu As,2022-12-07,false
926,,Fajar Kusuma,Pascabayar,simPATI,2023-01-12,false
927,082312955510,GITA WIBOWO,Pascabayar,Kartu As,2022-02-07,TRUE
928,082150283034,Bagas Rahayu,Prabayar,Kartu As,2022-10-19,TRUE
929,,Sandi Putra,Prabayar,Halo,"May 25, 2023",1
930,081115176429,  Okta Andriani  ,Prabayar,simPATI,2024-04-25,true
931,082115255232,Tari Pratama,Prabayar,Loop,2022-09-30,false
932,085225395011,Maya Purnomo,Pascabayar,Kartu As,2022-08-26,1
933,081145880971,Sari Putra,Prabayar,Kartu As,2024-06-03,1
934,081305596757,Qori Firmansyah,Pascabayar,Kartu_As,2024-10-12,FALSE
935,081216089589,Joko Surya,Prabayar,Kartu As,2024-08-09,
936,082276128989!!,Zaki Setiawan,Prabayar,Halo,2023-04-11,0
937,081133878852,Okta Wibowo,Pascabayar,Loop,2024-11-17,false
938,081173794999,Dian Santoso,Pascabayar,simPATI,2023-09-01,FALSE
939,082343475916,Bagas Wibowo,Prabayar,simPATI,2022-03-05,0
940,085137568167,Nanda Handoko,Pascabayar,simPATI,2024-12-13,false
941,081235007883,Wawan Wibowo,Pascabayar,Kartu As,2024-03-05,true
942,082112653273,Andi Hidayat,Pascabayar,simPATI,2023-10-05,0
943,083150935555,Luki Susanto,Pascabayar,Kartu As,2024-07-13,1
944,081221893912,Xena Wibowo!!,Pascabayar,Kartu As,2024-09-05,false
945,085244685304,Sari Maulana,Prabayar,Loop,2024-01-30,true
946,082127639904,Maya Setiawan,Pascabayar,Kartu As,2024-04-21,TRUE
947,081197550617,Eka Rahayu,Prabayar,Kartu As,2022-03-18,1
948,085297216218,Andi Handoko,Prabayar,Halo,2023-02-01,1
949,081326008228,Xena Kusuma,Prabayar,Loop,2023-04-23,FALSE
950,085232280126,Citra Wijaya,Pascabayar,Halo,2022-04-19,false
951,085324525737,Umar Lestari,Prabayar,Loop,2024-08-11,TRUE
952,083188972842,Fitri Rahayu,Prabayar,simPATI,2024-03-27,0
953,  085318605668  ,Okta Setiawan,Pascabayar,Loop,2024-11-21,FALSE
954,081385354160,Eka Lestari,,simPATI,2022-06-23,false
955,081307710740,Ahmad Maulana,Pascabayar,Kartu As,2023-08-07,TRUE
956,,Rizky Kusuma,Pascabayar,Kartu As,12/1/2024,false
957,083197475396,Xena Maulana,Prabayar,Loop,2023-10-21,0
958,085340513379,Putri Setiawan,Pascabayar,,2023-04-16,1
959,082290584968,Fitri Handoko,Prabayar,Halo,2024-11-08,0
960,083199863245,Okta Santoso,Prabayar,Loop,2023-05-14,1
961,083185932135,Umar Saputra,Prabayar,simPATI,2024-04-23,false
962,082397205548,Joko Rahayu,Prabayar,simPATI,2022-12-02,false
963,085346042937,Bambang Lestari,Prabayar,Halo,"Aug 1, 2022",1
964,085276988979,Galih Hidayat,Pascabayar,,2024-12-10,FALSE
965,085205962751,Edi Setiawan,Prabayar,Loop,2023-03-04,false
966,081215686223,Putri Susanto!!,Pascabayar,Kartu As,2022-05-08,0
967,082103727186,Maya Putra,Prabayar,simPATI,2022-11-28,FALSE
968,081166154598,Yudi Andriani,Pascabayar,Kartu As,2023-11-10,1
969,085166905946,Dodi Saputra,Pascabayar,Kartu As,2024-12-13,false
970,085171232036,Galih Andriani,Pascabayar,Loop,2024-02-21,0
971,081187783471,Ika Rahayu,Pascabayar,Loop,2022-01-15,FALSE
972,085300453585,Bagas Handoko,Prabayar,Halo,2024-08-20,1
973,082354689397,Citra Surya,Prabayar,Loop,2024-07-27,0
974,083104484673,Okta Wibowo,Prabayar,Loop,2023-03-01,TRUE
975,082194599426,Umar Hidayat,Prabayar,simPATI,2023-07-17,TRUE
976,085316283356,Ika Saputra,Prabayar,Kartu As,2022-04-20,1
977,085372871565,Sari Rahayu,Pascabayar,Loop,2024-06-02,1
978,081391714854,Ika Wibowo,Prabayar,Loop,2022-06-02,false
979,081265119214,Zaki Hidayat,Prabayar,Kartu As,2024-02-06,1
980,085124035321,,Prabayar,Halo,2022-12-12,TRUE
981,081280525795,Fitri Hidayat,Pascabayar,Kartu As,2022-05-06,TRUE
982,081234348571,Fira Kusuma,Pascabayar,Kartu As,2023-02-18,TRUE
983,081238130149,Dodi Firmansyah,Prabayar,Loop,2023-09-18,true
984,081182133568,Dian Wahyudi,Pascabayar,simPATI,2023-02-28,FALSE
985,083118740501,  Dian Kusuma  ,Pascabayar,Halo,2023-05-05,0
986,082325723163,Yudi Handoko,Prabayar,simPATI,2022-08-29,TRUE
987,085230667005,Dian Firmansyah,Prabayar,Kartu As,30/7/2023,false
988,081197140863,Ayu Santoso,Pascabayar,Halo,2023-05-27,true
989,082175909722,Galih Hidayat,Pascabayar,Loop,2024-12-10,true
990,081134823678,Dian Susanto,Prabayar,simPATI,2023-02-27,0
991,085248674163,Maya Susanto,Pascabayar,Halo,2024-10-02,true
992,081244157281,Zaki Pratama,Pascabayar,simPATI,2023-10-01,true
993,082355465426,Sandi Santoso,Prabayar,Loop,2024-10-22,false
994,082395660030,Nanda Lestari,Pascabayar,Halo,2022-06-26,FALSE
995,085283850957,Vina Setiawan,Prabayar,Loop,2022-02-13,false
996,082284843770,Sari Putra,Pascabayar,Kartu As,2022-02-01,false
997,082221756275,Dian Surya,Prabayar,Loop,2022-12-12,false
998,082151638326,Edi Hidayat,Prabayar,Halo,2023-07-25,false
999,085213049484,Okta Handoko,Prabayar,Kartu As,2022-07-04,FALSE
1000,085175679813,Xena Hidayat,Pascabayar,simPATI,2022-04-09,false
